# 1C-Bitrix injection targets
# Format: METHOD|PATH|PARAMETERS|DESCRIPTION
POST|/bitrix/admin/post-333|action,id,order_id,status|Generated bitrix admin post route 333
GET|/bitrix/search/334|q,order,dir,page|Generated bitrix search route 334
GET|/bitrix/modules/mod-335/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 335
GET|/bitrix/admin/panel-336|id,page,tab,sort|Generated bitrix admin panel route 336
GET|/bitrix/api/v1/items/337|id,search,page,limit|Generated bitrix api route 337
POST|/bitrix/ajax/action-338|action,id,user_id,token|Generated bitrix ajax action route 338
GET|/?bitrix_probe_339=1|bitrix_probe_339,id,cat,author|Generated bitrix query route 339
GET|/bitrix/index.php?option=component340|option,id,view,task|Generated bitrix component route 340
POST|/bitrix/admin/post-341|action,id,order_id,status|Generated bitrix admin post route 341
GET|/bitrix/search/342|q,order,dir,page|Generated bitrix search route 342
GET|/bitrix/modules/mod-343/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 343
GET|/bitrix/admin/panel-344|id,page,tab,sort|Generated bitrix admin panel route 344
GET|/bitrix/api/v1/items/345|id,search,page,limit|Generated bitrix api route 345
POST|/bitrix/ajax/action-346|action,id,user_id,token|Generated bitrix ajax action route 346
GET|/?bitrix_probe_347=1|bitrix_probe_347,id,cat,author|Generated bitrix query route 347
GET|/bitrix/index.php?option=component348|option,id,view,task|Generated bitrix component route 348
POST|/bitrix/admin/post-349|action,id,order_id,status|Generated bitrix admin post route 349
GET|/bitrix/search/350|q,order,dir,page|Generated bitrix search route 350
GET|/bitrix/modules/mod-351/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 351
GET|/bitrix/admin/panel-352|id,page,tab,sort|Generated bitrix admin panel route 352
GET|/bitrix/api/v1/items/353|id,search,page,limit|Generated bitrix api route 353
POST|/bitrix/ajax/action-354|action,id,user_id,token|Generated bitrix ajax action route 354
GET|/?bitrix_probe_355=1|bitrix_probe_355,id,cat,author|Generated bitrix query route 355
GET|/bitrix/index.php?option=component356|option,id,view,task|Generated bitrix component route 356
POST|/bitrix/admin/post-357|action,id,order_id,status|Generated bitrix admin post route 357
GET|/bitrix/search/358|q,order,dir,page|Generated bitrix search route 358
GET|/bitrix/modules/mod-359/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 359
GET|/bitrix/admin/panel-360|id,page,tab,sort|Generated bitrix admin panel route 360
GET|/bitrix/api/v1/items/361|id,search,page,limit|Generated bitrix api route 361
POST|/bitrix/ajax/action-362|action,id,user_id,token|Generated bitrix ajax action route 362
GET|/?bitrix_probe_363=1|bitrix_probe_363,id,cat,author|Generated bitrix query route 363
GET|/bitrix/index.php?option=component364|option,id,view,task|Generated bitrix component route 364
POST|/bitrix/admin/post-365|action,id,order_id,status|Generated bitrix admin post route 365
GET|/bitrix/search/366|q,order,dir,page|Generated bitrix search route 366
GET|/bitrix/modules/mod-367/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 367
GET|/bitrix/admin/panel-368|id,page,tab,sort|Generated bitrix admin panel route 368
GET|/bitrix/api/v1/items/369|id,search,page,limit|Generated bitrix api route 369
POST|/bitrix/ajax/action-370|action,id,user_id,token|Generated bitrix ajax action route 370
GET|/?bitrix_probe_371=1|bitrix_probe_371,id,cat,author|Generated bitrix query route 371
GET|/bitrix/index.php?option=component372|option,id,view,task|Generated bitrix component route 372
POST|/bitrix/admin/post-373|action,id,order_id,status|Generated bitrix admin post route 373
GET|/bitrix/search/374|q,order,dir,page|Generated bitrix search route 374
GET|/bitrix/modules/mod-375/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 375
GET|/bitrix/admin/panel-376|id,page,tab,sort|Generated bitrix admin panel route 376
GET|/bitrix/api/v1/items/377|id,search,page,limit|Generated bitrix api route 377
POST|/bitrix/ajax/action-378|action,id,user_id,token|Generated bitrix ajax action route 378
GET|/?bitrix_probe_379=1|bitrix_probe_379,id,cat,author|Generated bitrix query route 379
GET|/bitrix/index.php?option=component380|option,id,view,task|Generated bitrix component route 380
POST|/bitrix/admin/post-381|action,id,order_id,status|Generated bitrix admin post route 381
GET|/bitrix/search/382|q,order,dir,page|Generated bitrix search route 382
GET|/bitrix/modules/mod-383/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 383
GET|/bitrix/admin/panel-384|id,page,tab,sort|Generated bitrix admin panel route 384
GET|/bitrix/api/v1/items/385|id,search,page,limit|Generated bitrix api route 385
POST|/bitrix/ajax/action-386|action,id,user_id,token|Generated bitrix ajax action route 386
GET|/?bitrix_probe_387=1|bitrix_probe_387,id,cat,author|Generated bitrix query route 387
GET|/bitrix/index.php?option=component388|option,id,view,task|Generated bitrix component route 388
POST|/bitrix/admin/post-389|action,id,order_id,status|Generated bitrix admin post route 389
GET|/bitrix/search/390|q,order,dir,page|Generated bitrix search route 390
GET|/bitrix/modules/mod-391/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 391
GET|/bitrix/admin/panel-392|id,page,tab,sort|Generated bitrix admin panel route 392
GET|/bitrix/api/v1/items/393|id,search,page,limit|Generated bitrix api route 393
POST|/bitrix/ajax/action-394|action,id,user_id,token|Generated bitrix ajax action route 394
GET|/?bitrix_probe_395=1|bitrix_probe_395,id,cat,author|Generated bitrix query route 395
GET|/bitrix/index.php?option=component396|option,id,view,task|Generated bitrix component route 396
POST|/bitrix/admin/post-397|action,id,order_id,status|Generated bitrix admin post route 397
GET|/bitrix/search/398|q,order,dir,page|Generated bitrix search route 398
GET|/bitrix/modules/mod-399/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 399
GET|/bitrix/admin/panel-400|id,page,tab,sort|Generated bitrix admin panel route 400
GET|/bitrix/api/v1/items/401|id,search,page,limit|Generated bitrix api route 401
POST|/bitrix/ajax/action-402|action,id,user_id,token|Generated bitrix ajax action route 402
GET|/?bitrix_probe_403=1|bitrix_probe_403,id,cat,author|Generated bitrix query route 403
GET|/bitrix/index.php?option=component404|option,id,view,task|Generated bitrix component route 404
POST|/bitrix/admin/post-405|action,id,order_id,status|Generated bitrix admin post route 405
GET|/bitrix/search/406|q,order,dir,page|Generated bitrix search route 406
GET|/bitrix/modules/mod-407/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 407
GET|/bitrix/admin/panel-408|id,page,tab,sort|Generated bitrix admin panel route 408
GET|/bitrix/api/v1/items/409|id,search,page,limit|Generated bitrix api route 409
POST|/bitrix/ajax/action-410|action,id,user_id,token|Generated bitrix ajax action route 410
GET|/?bitrix_probe_411=1|bitrix_probe_411,id,cat,author|Generated bitrix query route 411
GET|/bitrix/index.php?option=component412|option,id,view,task|Generated bitrix component route 412
POST|/bitrix/admin/post-413|action,id,order_id,status|Generated bitrix admin post route 413
GET|/bitrix/search/414|q,order,dir,page|Generated bitrix search route 414
GET|/bitrix/modules/mod-415/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 415
GET|/bitrix/admin/panel-416|id,page,tab,sort|Generated bitrix admin panel route 416
GET|/bitrix/api/v1/items/417|id,search,page,limit|Generated bitrix api route 417
POST|/bitrix/ajax/action-418|action,id,user_id,token|Generated bitrix ajax action route 418
GET|/?bitrix_probe_419=1|bitrix_probe_419,id,cat,author|Generated bitrix query route 419
GET|/bitrix/index.php?option=component420|option,id,view,task|Generated bitrix component route 420
POST|/bitrix/admin/post-421|action,id,order_id,status|Generated bitrix admin post route 421
GET|/bitrix/search/422|q,order,dir,page|Generated bitrix search route 422
GET|/bitrix/modules/mod-423/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 423
GET|/bitrix/admin/panel-424|id,page,tab,sort|Generated bitrix admin panel route 424
GET|/bitrix/api/v1/items/425|id,search,page,limit|Generated bitrix api route 425
POST|/bitrix/ajax/action-426|action,id,user_id,token|Generated bitrix ajax action route 426
GET|/?bitrix_probe_427=1|bitrix_probe_427,id,cat,author|Generated bitrix query route 427
GET|/bitrix/index.php?option=component428|option,id,view,task|Generated bitrix component route 428
POST|/bitrix/admin/post-429|action,id,order_id,status|Generated bitrix admin post route 429
GET|/bitrix/search/430|q,order,dir,page|Generated bitrix search route 430
GET|/bitrix/modules/mod-431/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 431
GET|/bitrix/admin/panel-432|id,page,tab,sort|Generated bitrix admin panel route 432
GET|/bitrix/api/v1/items/433|id,search,page,limit|Generated bitrix api route 433
POST|/bitrix/ajax/action-434|action,id,user_id,token|Generated bitrix ajax action route 434
GET|/?bitrix_probe_435=1|bitrix_probe_435,id,cat,author|Generated bitrix query route 435
GET|/bitrix/index.php?option=component436|option,id,view,task|Generated bitrix component route 436
POST|/bitrix/admin/post-437|action,id,order_id,status|Generated bitrix admin post route 437
GET|/bitrix/search/438|q,order,dir,page|Generated bitrix search route 438
GET|/bitrix/modules/mod-439/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 439
GET|/bitrix/admin/panel-440|id,page,tab,sort|Generated bitrix admin panel route 440
GET|/bitrix/api/v1/items/441|id,search,page,limit|Generated bitrix api route 441
POST|/bitrix/ajax/action-442|action,id,user_id,token|Generated bitrix ajax action route 442
GET|/?bitrix_probe_443=1|bitrix_probe_443,id,cat,author|Generated bitrix query route 443
GET|/bitrix/index.php?option=component444|option,id,view,task|Generated bitrix component route 444
POST|/bitrix/admin/post-445|action,id,order_id,status|Generated bitrix admin post route 445
GET|/bitrix/search/446|q,order,dir,page|Generated bitrix search route 446
GET|/bitrix/modules/mod-447/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 447
GET|/bitrix/admin/panel-448|id,page,tab,sort|Generated bitrix admin panel route 448
GET|/bitrix/api/v1/items/449|id,search,page,limit|Generated bitrix api route 449
POST|/bitrix/ajax/action-450|action,id,user_id,token|Generated bitrix ajax action route 450
GET|/?bitrix_probe_451=1|bitrix_probe_451,id,cat,author|Generated bitrix query route 451
GET|/bitrix/index.php?option=component452|option,id,view,task|Generated bitrix component route 452
POST|/bitrix/admin/post-453|action,id,order_id,status|Generated bitrix admin post route 453
GET|/bitrix/search/454|q,order,dir,page|Generated bitrix search route 454
GET|/bitrix/modules/mod-455/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 455
GET|/bitrix/admin/panel-456|id,page,tab,sort|Generated bitrix admin panel route 456
GET|/bitrix/api/v1/items/457|id,search,page,limit|Generated bitrix api route 457
POST|/bitrix/ajax/action-458|action,id,user_id,token|Generated bitrix ajax action route 458
GET|/?bitrix_probe_459=1|bitrix_probe_459,id,cat,author|Generated bitrix query route 459
GET|/bitrix/index.php?option=component460|option,id,view,task|Generated bitrix component route 460
POST|/bitrix/admin/post-461|action,id,order_id,status|Generated bitrix admin post route 461
GET|/bitrix/search/462|q,order,dir,page|Generated bitrix search route 462
GET|/bitrix/modules/mod-463/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 463
GET|/bitrix/admin/panel-464|id,page,tab,sort|Generated bitrix admin panel route 464
GET|/bitrix/api/v1/items/465|id,search,page,limit|Generated bitrix api route 465
POST|/bitrix/ajax/action-466|action,id,user_id,token|Generated bitrix ajax action route 466
GET|/?bitrix_probe_467=1|bitrix_probe_467,id,cat,author|Generated bitrix query route 467
GET|/bitrix/index.php?option=component468|option,id,view,task|Generated bitrix component route 468
POST|/bitrix/admin/post-469|action,id,order_id,status|Generated bitrix admin post route 469
GET|/bitrix/search/470|q,order,dir,page|Generated bitrix search route 470
GET|/bitrix/modules/mod-471/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 471
GET|/bitrix/admin/panel-472|id,page,tab,sort|Generated bitrix admin panel route 472
GET|/bitrix/api/v1/items/473|id,search,page,limit|Generated bitrix api route 473
POST|/bitrix/ajax/action-474|action,id,user_id,token|Generated bitrix ajax action route 474
GET|/?bitrix_probe_475=1|bitrix_probe_475,id,cat,author|Generated bitrix query route 475
GET|/bitrix/index.php?option=component476|option,id,view,task|Generated bitrix component route 476
POST|/bitrix/admin/post-477|action,id,order_id,status|Generated bitrix admin post route 477
GET|/bitrix/search/478|q,order,dir,page|Generated bitrix search route 478
GET|/bitrix/modules/mod-479/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 479
GET|/bitrix/admin/panel-480|id,page,tab,sort|Generated bitrix admin panel route 480
GET|/bitrix/api/v1/items/481|id,search,page,limit|Generated bitrix api route 481
POST|/bitrix/ajax/action-482|action,id,user_id,token|Generated bitrix ajax action route 482
GET|/?bitrix_probe_483=1|bitrix_probe_483,id,cat,author|Generated bitrix query route 483
GET|/bitrix/index.php?option=component484|option,id,view,task|Generated bitrix component route 484
POST|/bitrix/admin/post-485|action,id,order_id,status|Generated bitrix admin post route 485
GET|/bitrix/search/486|q,order,dir,page|Generated bitrix search route 486
GET|/bitrix/modules/mod-487/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 487
GET|/bitrix/admin/panel-488|id,page,tab,sort|Generated bitrix admin panel route 488
GET|/bitrix/api/v1/items/489|id,search,page,limit|Generated bitrix api route 489
POST|/bitrix/ajax/action-490|action,id,user_id,token|Generated bitrix ajax action route 490
GET|/?bitrix_probe_491=1|bitrix_probe_491,id,cat,author|Generated bitrix query route 491
GET|/bitrix/index.php?option=component492|option,id,view,task|Generated bitrix component route 492
