# ModX injection targets
# Format: METHOD|PATH|PARAMETERS|DESCRIPTION
GET|/modx/admin/panel-376|id,page,tab,sort|Generated modx admin panel route 376
GET|/modx/api/v1/items/377|id,search,page,limit|Generated modx api route 377
POST|/modx/ajax/action-378|action,id,user_id,token|Generated modx ajax action route 378
GET|/?modx_probe_379=1|modx_probe_379,id,cat,author|Generated modx query route 379
GET|/modx/index.php?option=component380|option,id,view,task|Generated modx component route 380
POST|/modx/admin/post-381|action,id,order_id,status|Generated modx admin post route 381
GET|/modx/search/382|q,order,dir,page|Generated modx search route 382
GET|/modx/modules/mod-383/endpoint.php|id,module,lang,state|Generated modx module endpoint 383
GET|/modx/admin/panel-384|id,page,tab,sort|Generated modx admin panel route 384
GET|/modx/api/v1/items/385|id,search,page,limit|Generated modx api route 385
POST|/modx/ajax/action-386|action,id,user_id,token|Generated modx ajax action route 386
GET|/?modx_probe_387=1|modx_probe_387,id,cat,author|Generated modx query route 387
GET|/modx/index.php?option=component388|option,id,view,task|Generated modx component route 388
POST|/modx/admin/post-389|action,id,order_id,status|Generated modx admin post route 389
GET|/modx/search/390|q,order,dir,page|Generated modx search route 390
GET|/modx/modules/mod-391/endpoint.php|id,module,lang,state|Generated modx module endpoint 391
GET|/modx/admin/panel-392|id,page,tab,sort|Generated modx admin panel route 392
GET|/modx/api/v1/items/393|id,search,page,limit|Generated modx api route 393
POST|/modx/ajax/action-394|action,id,user_id,token|Generated modx ajax action route 394
GET|/?modx_probe_395=1|modx_probe_395,id,cat,author|Generated modx query route 395
GET|/modx/index.php?option=component396|option,id,view,task|Generated modx component route 396
POST|/modx/admin/post-397|action,id,order_id,status|Generated modx admin post route 397
GET|/modx/search/398|q,order,dir,page|Generated modx search route 398
GET|/modx/modules/mod-399/endpoint.php|id,module,lang,state|Generated modx module endpoint 399
GET|/modx/admin/panel-400|id,page,tab,sort|Generated modx admin panel route 400
GET|/modx/api/v1/items/401|id,search,page,limit|Generated modx api route 401
POST|/modx/ajax/action-402|action,id,user_id,token|Generated modx ajax action route 402
GET|/?modx_probe_403=1|modx_probe_403,id,cat,author|Generated modx query route 403
GET|/modx/index.php?option=component404|option,id,view,task|Generated modx component route 404
POST|/modx/admin/post-405|action,id,order_id,status|Generated modx admin post route 405
GET|/modx/search/406|q,order,dir,page|Generated modx search route 406
GET|/modx/modules/mod-407/endpoint.php|id,module,lang,state|Generated modx module endpoint 407
GET|/modx/admin/panel-408|id,page,tab,sort|Generated modx admin panel route 408
GET|/modx/api/v1/items/409|id,search,page,limit|Generated modx api route 409
POST|/modx/ajax/action-410|action,id,user_id,token|Generated modx ajax action route 410
GET|/?modx_probe_411=1|modx_probe_411,id,cat,author|Generated modx query route 411
GET|/modx/index.php?option=component412|option,id,view,task|Generated modx component route 412
POST|/modx/admin/post-413|action,id,order_id,status|Generated modx admin post route 413
GET|/modx/search/414|q,order,dir,page|Generated modx search route 414
GET|/modx/modules/mod-415/endpoint.php|id,module,lang,state|Generated modx module endpoint 415
GET|/modx/admin/panel-416|id,page,tab,sort|Generated modx admin panel route 416
GET|/modx/api/v1/items/417|id,search,page,limit|Generated modx api route 417
POST|/modx/ajax/action-418|action,id,user_id,token|Generated modx ajax action route 418
GET|/?modx_probe_419=1|modx_probe_419,id,cat,author|Generated modx query route 419
GET|/modx/index.php?option=component420|option,id,view,task|Generated modx component route 420
POST|/modx/admin/post-421|action,id,order_id,status|Generated modx admin post route 421
GET|/modx/search/422|q,order,dir,page|Generated modx search route 422
GET|/modx/modules/mod-423/endpoint.php|id,module,lang,state|Generated modx module endpoint 423
GET|/modx/admin/panel-424|id,page,tab,sort|Generated modx admin panel route 424
GET|/modx/api/v1/items/425|id,search,page,limit|Generated modx api route 425
POST|/modx/ajax/action-426|action,id,user_id,token|Generated modx ajax action route 426
GET|/?modx_probe_427=1|modx_probe_427,id,cat,author|Generated modx query route 427
GET|/modx/index.php?option=component428|option,id,view,task|Generated modx component route 428
POST|/modx/admin/post-429|action,id,order_id,status|Generated modx admin post route 429
GET|/modx/search/430|q,order,dir,page|Generated modx search route 430
GET|/modx/modules/mod-431/endpoint.php|id,module,lang,state|Generated modx module endpoint 431
GET|/modx/admin/panel-432|id,page,tab,sort|Generated modx admin panel route 432
GET|/modx/api/v1/items/433|id,search,page,limit|Generated modx api route 433
POST|/modx/ajax/action-434|action,id,user_id,token|Generated modx ajax action route 434
GET|/?modx_probe_435=1|modx_probe_435,id,cat,author|Generated modx query route 435
GET|/modx/index.php?option=component436|option,id,view,task|Generated modx component route 436
POST|/modx/admin/post-437|action,id,order_id,status|Generated modx admin post route 437
GET|/modx/search/438|q,order,dir,page|Generated modx search route 438
GET|/modx/modules/mod-439/endpoint.php|id,module,lang,state|Generated modx module endpoint 439
GET|/modx/admin/panel-440|id,page,tab,sort|Generated modx admin panel route 440
GET|/modx/api/v1/items/441|id,search,page,limit|Generated modx api route 441
POST|/modx/ajax/action-442|action,id,user_id,token|Generated modx ajax action route 442
GET|/?modx_probe_443=1|modx_probe_443,id,cat,author|Generated modx query route 443
GET|/modx/index.php?option=component444|option,id,view,task|Generated modx component route 444
POST|/modx/admin/post-445|action,id,order_id,status|Generated modx admin post route 445
GET|/modx/search/446|q,order,dir,page|Generated modx search route 446
GET|/modx/modules/mod-447/endpoint.php|id,module,lang,state|Generated modx module endpoint 447
GET|/modx/admin/panel-448|id,page,tab,sort|Generated modx admin panel route 448
GET|/modx/api/v1/items/449|id,search,page,limit|Generated modx api route 449
POST|/modx/ajax/action-450|action,id,user_id,token|Generated modx ajax action route 450
GET|/?modx_probe_451=1|modx_probe_451,id,cat,author|Generated modx query route 451
GET|/modx/index.php?option=component452|option,id,view,task|Generated modx component route 452
POST|/modx/admin/post-453|action,id,order_id,status|Generated modx admin post route 453
GET|/modx/search/454|q,order,dir,page|Generated modx search route 454
GET|/modx/modules/mod-455/endpoint.php|id,module,lang,state|Generated modx module endpoint 455
GET|/modx/admin/panel-456|id,page,tab,sort|Generated modx admin panel route 456
GET|/modx/api/v1/items/457|id,search,page,limit|Generated modx api route 457
POST|/modx/ajax/action-458|action,id,user_id,token|Generated modx ajax action route 458
GET|/?modx_probe_459=1|modx_probe_459,id,cat,author|Generated modx query route 459
GET|/modx/index.php?option=component460|option,id,view,task|Generated modx component route 460
POST|/modx/admin/post-461|action,id,order_id,status|Generated modx admin post route 461
GET|/modx/search/462|q,order,dir,page|Generated modx search route 462
GET|/modx/modules/mod-463/endpoint.php|id,module,lang,state|Generated modx module endpoint 463
GET|/modx/admin/panel-464|id,page,tab,sort|Generated modx admin panel route 464
GET|/modx/api/v1/items/465|id,search,page,limit|Generated modx api route 465
POST|/modx/ajax/action-466|action,id,user_id,token|Generated modx ajax action route 466
GET|/?modx_probe_467=1|modx_probe_467,id,cat,author|Generated modx query route 467
GET|/modx/index.php?option=component468|option,id,view,task|Generated modx component route 468
POST|/modx/admin/post-469|action,id,order_id,status|Generated modx admin post route 469
GET|/modx/search/470|q,order,dir,page|Generated modx search route 470
GET|/modx/modules/mod-471/endpoint.php|id,module,lang,state|Generated modx module endpoint 471
GET|/modx/admin/panel-472|id,page,tab,sort|Generated modx admin panel route 472
GET|/modx/api/v1/items/473|id,search,page,limit|Generated modx api route 473
POST|/modx/ajax/action-474|action,id,user_id,token|Generated modx ajax action route 474
GET|/?modx_probe_475=1|modx_probe_475,id,cat,author|Generated modx query route 475
GET|/modx/index.php?option=component476|option,id,view,task|Generated modx component route 476
POST|/modx/admin/post-477|action,id,order_id,status|Generated modx admin post route 477
GET|/modx/search/478|q,order,dir,page|Generated modx search route 478
GET|/modx/modules/mod-479/endpoint.php|id,module,lang,state|Generated modx module endpoint 479
GET|/modx/admin/panel-480|id,page,tab,sort|Generated modx admin panel route 480
GET|/modx/api/v1/items/481|id,search,page,limit|Generated modx api route 481
POST|/modx/ajax/action-482|action,id,user_id,token|Generated modx ajax action route 482
GET|/?modx_probe_483=1|modx_probe_483,id,cat,author|Generated modx query route 483
GET|/modx/index.php?option=component484|option,id,view,task|Generated modx component route 484
POST|/modx/admin/post-485|action,id,order_id,status|Generated modx admin post route 485
GET|/modx/search/486|q,order,dir,page|Generated modx search route 486
GET|/modx/modules/mod-487/endpoint.php|id,module,lang,state|Generated modx module endpoint 487
GET|/modx/admin/panel-488|id,page,tab,sort|Generated modx admin panel route 488
GET|/modx/api/v1/items/489|id,search,page,limit|Generated modx api route 489
POST|/modx/ajax/action-490|action,id,user_id,token|Generated modx ajax action route 490
GET|/?modx_probe_491=1|modx_probe_491,id,cat,author|Generated modx query route 491
GET|/modx/index.php?option=component492|option,id,view,task|Generated modx component route 492
POST|/modx/admin/post-493|action,id,order_id,status|Generated modx admin post route 493
GET|/modx/search/494|q,order,dir,page|Generated modx search route 494
GET|/modx/modules/mod-495/endpoint.php|id,module,lang,state|Generated modx module endpoint 495
GET|/modx/admin/panel-496|id,page,tab,sort|Generated modx admin panel route 496
