# OpenCart injection targets
# Format: METHOD|PATH|PARAMETERS|DESCRIPTION
GET|/opencart/admin/panel-352|id,page,tab,sort|Generated opencart admin panel route 352
GET|/opencart/api/v1/items/353|id,search,page,limit|Generated opencart api route 353
POST|/opencart/ajax/action-354|action,id,user_id,token|Generated opencart ajax action route 354
GET|/?opencart_probe_355=1|opencart_probe_355,id,cat,author|Generated opencart query route 355
GET|/opencart/index.php?option=component356|option,id,view,task|Generated opencart component route 356
POST|/opencart/admin/post-357|action,id,order_id,status|Generated opencart admin post route 357
GET|/opencart/search/358|q,order,dir,page|Generated opencart search route 358
GET|/opencart/modules/mod-359/endpoint.php|id,module,lang,state|Generated opencart module endpoint 359
GET|/opencart/admin/panel-360|id,page,tab,sort|Generated opencart admin panel route 360
GET|/opencart/api/v1/items/361|id,search,page,limit|Generated opencart api route 361
POST|/opencart/ajax/action-362|action,id,user_id,token|Generated opencart ajax action route 362
GET|/?opencart_probe_363=1|opencart_probe_363,id,cat,author|Generated opencart query route 363
GET|/opencart/index.php?option=component364|option,id,view,task|Generated opencart component route 364
POST|/opencart/admin/post-365|action,id,order_id,status|Generated opencart admin post route 365
GET|/opencart/search/366|q,order,dir,page|Generated opencart search route 366
GET|/opencart/modules/mod-367/endpoint.php|id,module,lang,state|Generated opencart module endpoint 367
GET|/opencart/admin/panel-368|id,page,tab,sort|Generated opencart admin panel route 368
GET|/opencart/api/v1/items/369|id,search,page,limit|Generated opencart api route 369
POST|/opencart/ajax/action-370|action,id,user_id,token|Generated opencart ajax action route 370
GET|/?opencart_probe_371=1|opencart_probe_371,id,cat,author|Generated opencart query route 371
GET|/opencart/index.php?option=component372|option,id,view,task|Generated opencart component route 372
POST|/opencart/admin/post-373|action,id,order_id,status|Generated opencart admin post route 373
GET|/opencart/search/374|q,order,dir,page|Generated opencart search route 374
GET|/opencart/modules/mod-375/endpoint.php|id,module,lang,state|Generated opencart module endpoint 375
GET|/opencart/admin/panel-376|id,page,tab,sort|Generated opencart admin panel route 376
GET|/opencart/api/v1/items/377|id,search,page,limit|Generated opencart api route 377
POST|/opencart/ajax/action-378|action,id,user_id,token|Generated opencart ajax action route 378
GET|/?opencart_probe_379=1|opencart_probe_379,id,cat,author|Generated opencart query route 379
GET|/opencart/index.php?option=component380|option,id,view,task|Generated opencart component route 380
POST|/opencart/admin/post-381|action,id,order_id,status|Generated opencart admin post route 381
GET|/opencart/search/382|q,order,dir,page|Generated opencart search route 382
GET|/opencart/modules/mod-383/endpoint.php|id,module,lang,state|Generated opencart module endpoint 383
GET|/opencart/admin/panel-384|id,page,tab,sort|Generated opencart admin panel route 384
GET|/opencart/api/v1/items/385|id,search,page,limit|Generated opencart api route 385
POST|/opencart/ajax/action-386|action,id,user_id,token|Generated opencart ajax action route 386
GET|/?opencart_probe_387=1|opencart_probe_387,id,cat,author|Generated opencart query route 387
GET|/opencart/index.php?option=component388|option,id,view,task|Generated opencart component route 388
POST|/opencart/admin/post-389|action,id,order_id,status|Generated opencart admin post route 389
GET|/opencart/search/390|q,order,dir,page|Generated opencart search route 390
GET|/opencart/modules/mod-391/endpoint.php|id,module,lang,state|Generated opencart module endpoint 391
GET|/opencart/admin/panel-392|id,page,tab,sort|Generated opencart admin panel route 392
GET|/opencart/api/v1/items/393|id,search,page,limit|Generated opencart api route 393
POST|/opencart/ajax/action-394|action,id,user_id,token|Generated opencart ajax action route 394
GET|/?opencart_probe_395=1|opencart_probe_395,id,cat,author|Generated opencart query route 395
GET|/opencart/index.php?option=component396|option,id,view,task|Generated opencart component route 396
POST|/opencart/admin/post-397|action,id,order_id,status|Generated opencart admin post route 397
GET|/opencart/search/398|q,order,dir,page|Generated opencart search route 398
GET|/opencart/modules/mod-399/endpoint.php|id,module,lang,state|Generated opencart module endpoint 399
GET|/opencart/admin/panel-400|id,page,tab,sort|Generated opencart admin panel route 400
GET|/opencart/api/v1/items/401|id,search,page,limit|Generated opencart api route 401
POST|/opencart/ajax/action-402|action,id,user_id,token|Generated opencart ajax action route 402
GET|/?opencart_probe_403=1|opencart_probe_403,id,cat,author|Generated opencart query route 403
GET|/opencart/index.php?option=component404|option,id,view,task|Generated opencart component route 404
POST|/opencart/admin/post-405|action,id,order_id,status|Generated opencart admin post route 405
GET|/opencart/search/406|q,order,dir,page|Generated opencart search route 406
GET|/opencart/modules/mod-407/endpoint.php|id,module,lang,state|Generated opencart module endpoint 407
GET|/opencart/admin/panel-408|id,page,tab,sort|Generated opencart admin panel route 408
GET|/opencart/api/v1/items/409|id,search,page,limit|Generated opencart api route 409
POST|/opencart/ajax/action-410|action,id,user_id,token|Generated opencart ajax action route 410
GET|/?opencart_probe_411=1|opencart_probe_411,id,cat,author|Generated opencart query route 411
GET|/opencart/index.php?option=component412|option,id,view,task|Generated opencart component route 412
POST|/opencart/admin/post-413|action,id,order_id,status|Generated opencart admin post route 413
GET|/opencart/search/414|q,order,dir,page|Generated opencart search route 414
GET|/opencart/modules/mod-415/endpoint.php|id,module,lang,state|Generated opencart module endpoint 415
GET|/opencart/admin/panel-416|id,page,tab,sort|Generated opencart admin panel route 416
GET|/opencart/api/v1/items/417|id,search,page,limit|Generated opencart api route 417
POST|/opencart/ajax/action-418|action,id,user_id,token|Generated opencart ajax action route 418
GET|/?opencart_probe_419=1|opencart_probe_419,id,cat,author|Generated opencart query route 419
GET|/opencart/index.php?option=component420|option,id,view,task|Generated opencart component route 420
POST|/opencart/admin/post-421|action,id,order_id,status|Generated opencart admin post route 421
GET|/opencart/search/422|q,order,dir,page|Generated opencart search route 422
GET|/opencart/modules/mod-423/endpoint.php|id,module,lang,state|Generated opencart module endpoint 423
GET|/opencart/admin/panel-424|id,page,tab,sort|Generated opencart admin panel route 424
GET|/opencart/api/v1/items/425|id,search,page,limit|Generated opencart api route 425
POST|/opencart/ajax/action-426|action,id,user_id,token|Generated opencart ajax action route 426
GET|/?opencart_probe_427=1|opencart_probe_427,id,cat,author|Generated opencart query route 427
GET|/opencart/index.php?option=component428|option,id,view,task|Generated opencart component route 428
POST|/opencart/admin/post-429|action,id,order_id,status|Generated opencart admin post route 429
GET|/opencart/search/430|q,order,dir,page|Generated opencart search route 430
GET|/opencart/modules/mod-431/endpoint.php|id,module,lang,state|Generated opencart module endpoint 431
GET|/opencart/admin/panel-432|id,page,tab,sort|Generated opencart admin panel route 432
GET|/opencart/api/v1/items/433|id,search,page,limit|Generated opencart api route 433
POST|/opencart/ajax/action-434|action,id,user_id,token|Generated opencart ajax action route 434
GET|/?opencart_probe_435=1|opencart_probe_435,id,cat,author|Generated opencart query route 435
GET|/opencart/index.php?option=component436|option,id,view,task|Generated opencart component route 436
POST|/opencart/admin/post-437|action,id,order_id,status|Generated opencart admin post route 437
GET|/opencart/search/438|q,order,dir,page|Generated opencart search route 438
GET|/opencart/modules/mod-439/endpoint.php|id,module,lang,state|Generated opencart module endpoint 439
GET|/opencart/admin/panel-440|id,page,tab,sort|Generated opencart admin panel route 440
GET|/opencart/api/v1/items/441|id,search,page,limit|Generated opencart api route 441
POST|/opencart/ajax/action-442|action,id,user_id,token|Generated opencart ajax action route 442
GET|/?opencart_probe_443=1|opencart_probe_443,id,cat,author|Generated opencart query route 443
GET|/opencart/index.php?option=component444|option,id,view,task|Generated opencart component route 444
POST|/opencart/admin/post-445|action,id,order_id,status|Generated opencart admin post route 445
GET|/opencart/search/446|q,order,dir,page|Generated opencart search route 446
GET|/opencart/modules/mod-447/endpoint.php|id,module,lang,state|Generated opencart module endpoint 447
GET|/opencart/admin/panel-448|id,page,tab,sort|Generated opencart admin panel route 448
GET|/opencart/api/v1/items/449|id,search,page,limit|Generated opencart api route 449
POST|/opencart/ajax/action-450|action,id,user_id,token|Generated opencart ajax action route 450
GET|/?opencart_probe_451=1|opencart_probe_451,id,cat,author|Generated opencart query route 451
GET|/opencart/index.php?option=component452|option,id,view,task|Generated opencart component route 452
POST|/opencart/admin/post-453|action,id,order_id,status|Generated opencart admin post route 453
GET|/opencart/search/454|q,order,dir,page|Generated opencart search route 454
GET|/opencart/modules/mod-455/endpoint.php|id,module,lang,state|Generated opencart module endpoint 455
GET|/opencart/admin/panel-456|id,page,tab,sort|Generated opencart admin panel route 456
GET|/opencart/api/v1/items/457|id,search,page,limit|Generated opencart api route 457
POST|/opencart/ajax/action-458|action,id,user_id,token|Generated opencart ajax action route 458
GET|/?opencart_probe_459=1|opencart_probe_459,id,cat,author|Generated opencart query route 459
GET|/opencart/index.php?option=component460|option,id,view,task|Generated opencart component route 460
POST|/opencart/admin/post-461|action,id,order_id,status|Generated opencart admin post route 461
GET|/opencart/search/462|q,order,dir,page|Generated opencart search route 462
GET|/opencart/modules/mod-463/endpoint.php|id,module,lang,state|Generated opencart module endpoint 463
GET|/opencart/admin/panel-464|id,page,tab,sort|Generated opencart admin panel route 464
GET|/opencart/api/v1/items/465|id,search,page,limit|Generated opencart api route 465
POST|/opencart/ajax/action-466|action,id,user_id,token|Generated opencart ajax action route 466
GET|/?opencart_probe_467=1|opencart_probe_467,id,cat,author|Generated opencart query route 467
GET|/opencart/index.php?option=component468|option,id,view,task|Generated opencart component route 468
POST|/opencart/admin/post-469|action,id,order_id,status|Generated opencart admin post route 469
GET|/opencart/search/470|q,order,dir,page|Generated opencart search route 470
GET|/opencart/modules/mod-471/endpoint.php|id,module,lang,state|Generated opencart module endpoint 471
GET|/opencart/admin/panel-472|id,page,tab,sort|Generated opencart admin panel route 472
GET|/opencart/api/v1/items/473|id,search,page,limit|Generated opencart api route 473
POST|/opencart/ajax/action-474|action,id,user_id,token|Generated opencart ajax action route 474
GET|/?opencart_probe_475=1|opencart_probe_475,id,cat,author|Generated opencart query route 475
GET|/opencart/index.php?option=component476|option,id,view,task|Generated opencart component route 476
POST|/opencart/admin/post-477|action,id,order_id,status|Generated opencart admin post route 477
GET|/opencart/search/478|q,order,dir,page|Generated opencart search route 478
GET|/opencart/modules/mod-479/endpoint.php|id,module,lang,state|Generated opencart module endpoint 479
GET|/opencart/admin/panel-480|id,page,tab,sort|Generated opencart admin panel route 480
GET|/opencart/api/v1/items/481|id,search,page,limit|Generated opencart api route 481
POST|/opencart/ajax/action-482|action,id,user_id,token|Generated opencart ajax action route 482
GET|/?opencart_probe_483=1|opencart_probe_483,id,cat,author|Generated opencart query route 483
GET|/opencart/index.php?option=component484|option,id,view,task|Generated opencart component route 484
POST|/opencart/admin/post-485|action,id,order_id,status|Generated opencart admin post route 485
GET|/opencart/search/486|q,order,dir,page|Generated opencart search route 486
GET|/opencart/modules/mod-487/endpoint.php|id,module,lang,state|Generated opencart module endpoint 487
GET|/opencart/admin/panel-488|id,page,tab,sort|Generated opencart admin panel route 488
GET|/opencart/api/v1/items/489|id,search,page,limit|Generated opencart api route 489
POST|/opencart/ajax/action-490|action,id,user_id,token|Generated opencart ajax action route 490
GET|/?opencart_probe_491=1|opencart_probe_491,id,cat,author|Generated opencart query route 491
GET|/opencart/index.php?option=component492|option,id,view,task|Generated opencart component route 492
POST|/opencart/admin/post-493|action,id,order_id,status|Generated opencart admin post route 493
