# PrestaShop injection targets
# Format: METHOD|PATH|PARAMETERS|DESCRIPTION
GET|/prestashop/search/334|q,order,dir,page|Generated prestashop search route 334
GET|/prestashop/modules/mod-335/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 335
GET|/prestashop/admin/panel-336|id,page,tab,sort|Generated prestashop admin panel route 336
GET|/prestashop/api/v1/items/337|id,search,page,limit|Generated prestashop api route 337
POST|/prestashop/ajax/action-338|action,id,user_id,token|Generated prestashop ajax action route 338
GET|/?prestashop_probe_339=1|prestashop_probe_339,id,cat,author|Generated prestashop query route 339
GET|/prestashop/index.php?option=component340|option,id,view,task|Generated prestashop component route 340
POST|/prestashop/admin/post-341|action,id,order_id,status|Generated prestashop admin post route 341
GET|/prestashop/search/342|q,order,dir,page|Generated prestashop search route 342
GET|/prestashop/modules/mod-343/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 343
GET|/prestashop/admin/panel-344|id,page,tab,sort|Generated prestashop admin panel route 344
GET|/prestashop/api/v1/items/345|id,search,page,limit|Generated prestashop api route 345
POST|/prestashop/ajax/action-346|action,id,user_id,token|Generated prestashop ajax action route 346
GET|/?prestashop_probe_347=1|prestashop_probe_347,id,cat,author|Generated prestashop query route 347
GET|/prestashop/index.php?option=component348|option,id,view,task|Generated prestashop component route 348
POST|/prestashop/admin/post-349|action,id,order_id,status|Generated prestashop admin post route 349
GET|/prestashop/search/350|q,order,dir,page|Generated prestashop search route 350
GET|/prestashop/modules/mod-351/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 351
GET|/prestashop/admin/panel-352|id,page,tab,sort|Generated prestashop admin panel route 352
GET|/prestashop/api/v1/items/353|id,search,page,limit|Generated prestashop api route 353
POST|/prestashop/ajax/action-354|action,id,user_id,token|Generated prestashop ajax action route 354
GET|/?prestashop_probe_355=1|prestashop_probe_355,id,cat,author|Generated prestashop query route 355
GET|/prestashop/index.php?option=component356|option,id,view,task|Generated prestashop component route 356
POST|/prestashop/admin/post-357|action,id,order_id,status|Generated prestashop admin post route 357
GET|/prestashop/search/358|q,order,dir,page|Generated prestashop search route 358
GET|/prestashop/modules/mod-359/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 359
GET|/prestashop/admin/panel-360|id,page,tab,sort|Generated prestashop admin panel route 360
GET|/prestashop/api/v1/items/361|id,search,page,limit|Generated prestashop api route 361
POST|/prestashop/ajax/action-362|action,id,user_id,token|Generated prestashop ajax action route 362
GET|/?prestashop_probe_363=1|prestashop_probe_363,id,cat,author|Generated prestashop query route 363
GET|/prestashop/index.php?option=component364|option,id,view,task|Generated prestashop component route 364
POST|/prestashop/admin/post-365|action,id,order_id,status|Generated prestashop admin post route 365
GET|/prestashop/search/366|q,order,dir,page|Generated prestashop search route 366
GET|/prestashop/modules/mod-367/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 367
GET|/prestashop/admin/panel-368|id,page,tab,sort|Generated prestashop admin panel route 368
GET|/prestashop/api/v1/items/369|id,search,page,limit|Generated prestashop api route 369
POST|/prestashop/ajax/action-370|action,id,user_id,token|Generated prestashop ajax action route 370
GET|/?prestashop_probe_371=1|prestashop_probe_371,id,cat,author|Generated prestashop query route 371
GET|/prestashop/index.php?option=component372|option,id,view,task|Generated prestashop component route 372
POST|/prestashop/admin/post-373|action,id,order_id,status|Generated prestashop admin post route 373
GET|/prestashop/search/374|q,order,dir,page|Generated prestashop search route 374
GET|/prestashop/modules/mod-375/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 375
GET|/prestashop/admin/panel-376|id,page,tab,sort|Generated prestashop admin panel route 376
GET|/prestashop/api/v1/items/377|id,search,page,limit|Generated prestashop api route 377
POST|/prestashop/ajax/action-378|action,id,user_id,token|Generated prestashop ajax action route 378
GET|/?prestashop_probe_379=1|prestashop_probe_379,id,cat,author|Generated prestashop query route 379
GET|/prestashop/index.php?option=component380|option,id,view,task|Generated prestashop component route 380
POST|/prestashop/admin/post-381|action,id,order_id,status|Generated prestashop admin post route 381
GET|/prestashop/search/382|q,order,dir,page|Generated prestashop search route 382
GET|/prestashop/modules/mod-383/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 383
GET|/prestashop/admin/panel-384|id,page,tab,sort|Generated prestashop admin panel route 384
GET|/prestashop/api/v1/items/385|id,search,page,limit|Generated prestashop api route 385
POST|/prestashop/ajax/action-386|action,id,user_id,token|Generated prestashop ajax action route 386
GET|/?prestashop_probe_387=1|prestashop_probe_387,id,cat,author|Generated prestashop query route 387
GET|/prestashop/index.php?option=component388|option,id,view,task|Generated prestashop component route 388
POST|/prestashop/admin/post-389|action,id,order_id,status|Generated prestashop admin post route 389
GET|/prestashop/search/390|q,order,dir,page|Generated prestashop search route 390
GET|/prestashop/modules/mod-391/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 391
GET|/prestashop/admin/panel-392|id,page,tab,sort|Generated prestashop admin panel route 392
GET|/prestashop/api/v1/items/393|id,search,page,limit|Generated prestashop api route 393
POST|/prestashop/ajax/action-394|action,id,user_id,token|Generated prestashop ajax action route 394
GET|/?prestashop_probe_395=1|prestashop_probe_395,id,cat,author|Generated prestashop query route 395
GET|/prestashop/index.php?option=component396|option,id,view,task|Generated prestashop component route 396
POST|/prestashop/admin/post-397|action,id,order_id,status|Generated prestashop admin post route 397
GET|/prestashop/search/398|q,order,dir,page|Generated prestashop search route 398
GET|/prestashop/modules/mod-399/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 399
GET|/prestashop/admin/panel-400|id,page,tab,sort|Generated prestashop admin panel route 400
GET|/prestashop/api/v1/items/401|id,search,page,limit|Generated prestashop api route 401
POST|/prestashop/ajax/action-402|action,id,user_id,token|Generated prestashop ajax action route 402
GET|/?prestashop_probe_403=1|prestashop_probe_403,id,cat,author|Generated prestashop query route 403
GET|/prestashop/index.php?option=component404|option,id,view,task|Generated prestashop component route 404
POST|/prestashop/admin/post-405|action,id,order_id,status|Generated prestashop admin post route 405
GET|/prestashop/search/406|q,order,dir,page|Generated prestashop search route 406
GET|/prestashop/modules/mod-407/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 407
GET|/prestashop/admin/panel-408|id,page,tab,sort|Generated prestashop admin panel route 408
GET|/prestashop/api/v1/items/409|id,search,page,limit|Generated prestashop api route 409
POST|/prestashop/ajax/action-410|action,id,user_id,token|Generated prestashop ajax action route 410
GET|/?prestashop_probe_411=1|prestashop_probe_411,id,cat,author|Generated prestashop query route 411
GET|/prestashop/index.php?option=component412|option,id,view,task|Generated prestashop component route 412
POST|/prestashop/admin/post-413|action,id,order_id,status|Generated prestashop admin post route 413
GET|/prestashop/search/414|q,order,dir,page|Generated prestashop search route 414
GET|/prestashop/modules/mod-415/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 415
GET|/prestashop/admin/panel-416|id,page,tab,sort|Generated prestashop admin panel route 416
GET|/prestashop/api/v1/items/417|id,search,page,limit|Generated prestashop api route 417
POST|/prestashop/ajax/action-418|action,id,user_id,token|Generated prestashop ajax action route 418
GET|/?prestashop_probe_419=1|prestashop_probe_419,id,cat,author|Generated prestashop query route 419
GET|/prestashop/index.php?option=component420|option,id,view,task|Generated prestashop component route 420
POST|/prestashop/admin/post-421|action,id,order_id,status|Generated prestashop admin post route 421
GET|/prestashop/search/422|q,order,dir,page|Generated prestashop search route 422
GET|/prestashop/modules/mod-423/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 423
GET|/prestashop/admin/panel-424|id,page,tab,sort|Generated prestashop admin panel route 424
GET|/prestashop/api/v1/items/425|id,search,page,limit|Generated prestashop api route 425
POST|/prestashop/ajax/action-426|action,id,user_id,token|Generated prestashop ajax action route 426
GET|/?prestashop_probe_427=1|prestashop_probe_427,id,cat,author|Generated prestashop query route 427
GET|/prestashop/index.php?option=component428|option,id,view,task|Generated prestashop component route 428
POST|/prestashop/admin/post-429|action,id,order_id,status|Generated prestashop admin post route 429
GET|/prestashop/search/430|q,order,dir,page|Generated prestashop search route 430
GET|/prestashop/modules/mod-431/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 431
GET|/prestashop/admin/panel-432|id,page,tab,sort|Generated prestashop admin panel route 432
GET|/prestashop/api/v1/items/433|id,search,page,limit|Generated prestashop api route 433
POST|/prestashop/ajax/action-434|action,id,user_id,token|Generated prestashop ajax action route 434
GET|/?prestashop_probe_435=1|prestashop_probe_435,id,cat,author|Generated prestashop query route 435
GET|/prestashop/index.php?option=component436|option,id,view,task|Generated prestashop component route 436
POST|/prestashop/admin/post-437|action,id,order_id,status|Generated prestashop admin post route 437
GET|/prestashop/search/438|q,order,dir,page|Generated prestashop search route 438
GET|/prestashop/modules/mod-439/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 439
GET|/prestashop/admin/panel-440|id,page,tab,sort|Generated prestashop admin panel route 440
GET|/prestashop/api/v1/items/441|id,search,page,limit|Generated prestashop api route 441
POST|/prestashop/ajax/action-442|action,id,user_id,token|Generated prestashop ajax action route 442
GET|/?prestashop_probe_443=1|prestashop_probe_443,id,cat,author|Generated prestashop query route 443
GET|/prestashop/index.php?option=component444|option,id,view,task|Generated prestashop component route 444
POST|/prestashop/admin/post-445|action,id,order_id,status|Generated prestashop admin post route 445
GET|/prestashop/search/446|q,order,dir,page|Generated prestashop search route 446
GET|/prestashop/modules/mod-447/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 447
GET|/prestashop/admin/panel-448|id,page,tab,sort|Generated prestashop admin panel route 448
GET|/prestashop/api/v1/items/449|id,search,page,limit|Generated prestashop api route 449
POST|/prestashop/ajax/action-450|action,id,user_id,token|Generated prestashop ajax action route 450
GET|/?prestashop_probe_451=1|prestashop_probe_451,id,cat,author|Generated prestashop query route 451
GET|/prestashop/index.php?option=component452|option,id,view,task|Generated prestashop component route 452
POST|/prestashop/admin/post-453|action,id,order_id,status|Generated prestashop admin post route 453
GET|/prestashop/search/454|q,order,dir,page|Generated prestashop search route 454
GET|/prestashop/modules/mod-455/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 455
GET|/prestashop/admin/panel-456|id,page,tab,sort|Generated prestashop admin panel route 456
GET|/prestashop/api/v1/items/457|id,search,page,limit|Generated prestashop api route 457
POST|/prestashop/ajax/action-458|action,id,user_id,token|Generated prestashop ajax action route 458
GET|/?prestashop_probe_459=1|prestashop_probe_459,id,cat,author|Generated prestashop query route 459
GET|/prestashop/index.php?option=component460|option,id,view,task|Generated prestashop component route 460
POST|/prestashop/admin/post-461|action,id,order_id,status|Generated prestashop admin post route 461
GET|/prestashop/search/462|q,order,dir,page|Generated prestashop search route 462
GET|/prestashop/modules/mod-463/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 463
GET|/prestashop/admin/panel-464|id,page,tab,sort|Generated prestashop admin panel route 464
GET|/prestashop/api/v1/items/465|id,search,page,limit|Generated prestashop api route 465
POST|/prestashop/ajax/action-466|action,id,user_id,token|Generated prestashop ajax action route 466
GET|/?prestashop_probe_467=1|prestashop_probe_467,id,cat,author|Generated prestashop query route 467
GET|/prestashop/index.php?option=component468|option,id,view,task|Generated prestashop component route 468
POST|/prestashop/admin/post-469|action,id,order_id,status|Generated prestashop admin post route 469
GET|/prestashop/search/470|q,order,dir,page|Generated prestashop search route 470
GET|/prestashop/modules/mod-471/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 471
GET|/prestashop/admin/panel-472|id,page,tab,sort|Generated prestashop admin panel route 472
GET|/prestashop/api/v1/items/473|id,search,page,limit|Generated prestashop api route 473
POST|/prestashop/ajax/action-474|action,id,user_id,token|Generated prestashop ajax action route 474
GET|/?prestashop_probe_475=1|prestashop_probe_475,id,cat,author|Generated prestashop query route 475
GET|/prestashop/index.php?option=component476|option,id,view,task|Generated prestashop component route 476
POST|/prestashop/admin/post-477|action,id,order_id,status|Generated prestashop admin post route 477
GET|/prestashop/search/478|q,order,dir,page|Generated prestashop search route 478
GET|/prestashop/modules/mod-479/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 479
GET|/prestashop/admin/panel-480|id,page,tab,sort|Generated prestashop admin panel route 480
GET|/prestashop/api/v1/items/481|id,search,page,limit|Generated prestashop api route 481
POST|/prestashop/ajax/action-482|action,id,user_id,token|Generated prestashop ajax action route 482
GET|/?prestashop_probe_483=1|prestashop_probe_483,id,cat,author|Generated prestashop query route 483
GET|/prestashop/index.php?option=component484|option,id,view,task|Generated prestashop component route 484
POST|/prestashop/admin/post-485|action,id,order_id,status|Generated prestashop admin post route 485
GET|/prestashop/search/486|q,order,dir,page|Generated prestashop search route 486
GET|/prestashop/modules/mod-487/endpoint.php|id,module,lang,state|Generated prestashop module endpoint 487
GET|/prestashop/admin/panel-488|id,page,tab,sort|Generated prestashop admin panel route 488
GET|/prestashop/api/v1/items/489|id,search,page,limit|Generated prestashop api route 489
POST|/prestashop/ajax/action-490|action,id,user_id,token|Generated prestashop ajax action route 490
GET|/?prestashop_probe_491=1|prestashop_probe_491,id,cat,author|Generated prestashop query route 491
GET|/prestashop/index.php?option=component492|option,id,view,task|Generated prestashop component route 492
POST|/prestashop/admin/post-493|action,id,order_id,status|Generated prestashop admin post route 493
