# Shopify injection targets
# Format: METHOD|PATH|PARAMETERS|DESCRIPTION
POST|/shopify/ajax/action-354|action,id,user_id,token|Generated shopify ajax action route 354
GET|/?shopify_probe_355=1|shopify_probe_355,id,cat,author|Generated shopify query route 355
GET|/shopify/index.php?option=component356|option,id,view,task|Generated shopify component route 356
POST|/shopify/admin/post-357|action,id,order_id,status|Generated shopify admin post route 357
GET|/shopify/search/358|q,order,dir,page|Generated shopify search route 358
GET|/shopify/modules/mod-359/endpoint.php|id,module,lang,state|Generated shopify module endpoint 359
GET|/shopify/admin/panel-360|id,page,tab,sort|Generated shopify admin panel route 360
GET|/shopify/api/v1/items/361|id,search,page,limit|Generated shopify api route 361
POST|/shopify/ajax/action-362|action,id,user_id,token|Generated shopify ajax action route 362
GET|/?shopify_probe_363=1|shopify_probe_363,id,cat,author|Generated shopify query route 363
GET|/shopify/index.php?option=component364|option,id,view,task|Generated shopify component route 364
POST|/shopify/admin/post-365|action,id,order_id,status|Generated shopify admin post route 365
GET|/shopify/search/366|q,order,dir,page|Generated shopify search route 366
GET|/shopify/modules/mod-367/endpoint.php|id,module,lang,state|Generated shopify module endpoint 367
GET|/shopify/admin/panel-368|id,page,tab,sort|Generated shopify admin panel route 368
GET|/shopify/api/v1/items/369|id,search,page,limit|Generated shopify api route 369
POST|/shopify/ajax/action-370|action,id,user_id,token|Generated shopify ajax action route 370
GET|/?shopify_probe_371=1|shopify_probe_371,id,cat,author|Generated shopify query route 371
GET|/shopify/index.php?option=component372|option,id,view,task|Generated shopify component route 372
POST|/shopify/admin/post-373|action,id,order_id,status|Generated shopify admin post route 373
GET|/shopify/search/374|q,order,dir,page|Generated shopify search route 374
GET|/shopify/modules/mod-375/endpoint.php|id,module,lang,state|Generated shopify module endpoint 375
GET|/shopify/admin/panel-376|id,page,tab,sort|Generated shopify admin panel route 376
GET|/shopify/api/v1/items/377|id,search,page,limit|Generated shopify api route 377
POST|/shopify/ajax/action-378|action,id,user_id,token|Generated shopify ajax action route 378
GET|/?shopify_probe_379=1|shopify_probe_379,id,cat,author|Generated shopify query route 379
GET|/shopify/index.php?option=component380|option,id,view,task|Generated shopify component route 380
POST|/shopify/admin/post-381|action,id,order_id,status|Generated shopify admin post route 381
GET|/shopify/search/382|q,order,dir,page|Generated shopify search route 382
GET|/shopify/modules/mod-383/endpoint.php|id,module,lang,state|Generated shopify module endpoint 383
GET|/shopify/admin/panel-384|id,page,tab,sort|Generated shopify admin panel route 384
GET|/shopify/api/v1/items/385|id,search,page,limit|Generated shopify api route 385
POST|/shopify/ajax/action-386|action,id,user_id,token|Generated shopify ajax action route 386
GET|/?shopify_probe_387=1|shopify_probe_387,id,cat,author|Generated shopify query route 387
GET|/shopify/index.php?option=component388|option,id,view,task|Generated shopify component route 388
POST|/shopify/admin/post-389|action,id,order_id,status|Generated shopify admin post route 389
GET|/shopify/search/390|q,order,dir,page|Generated shopify search route 390
GET|/shopify/modules/mod-391/endpoint.php|id,module,lang,state|Generated shopify module endpoint 391
GET|/shopify/admin/panel-392|id,page,tab,sort|Generated shopify admin panel route 392
GET|/shopify/api/v1/items/393|id,search,page,limit|Generated shopify api route 393
POST|/shopify/ajax/action-394|action,id,user_id,token|Generated shopify ajax action route 394
GET|/?shopify_probe_395=1|shopify_probe_395,id,cat,author|Generated shopify query route 395
GET|/shopify/index.php?option=component396|option,id,view,task|Generated shopify component route 396
POST|/shopify/admin/post-397|action,id,order_id,status|Generated shopify admin post route 397
GET|/shopify/search/398|q,order,dir,page|Generated shopify search route 398
GET|/shopify/modules/mod-399/endpoint.php|id,module,lang,state|Generated shopify module endpoint 399
GET|/shopify/admin/panel-400|id,page,tab,sort|Generated shopify admin panel route 400
GET|/shopify/api/v1/items/401|id,search,page,limit|Generated shopify api route 401
POST|/shopify/ajax/action-402|action,id,user_id,token|Generated shopify ajax action route 402
GET|/?shopify_probe_403=1|shopify_probe_403,id,cat,author|Generated shopify query route 403
GET|/shopify/index.php?option=component404|option,id,view,task|Generated shopify component route 404
POST|/shopify/admin/post-405|action,id,order_id,status|Generated shopify admin post route 405
GET|/shopify/search/406|q,order,dir,page|Generated shopify search route 406
GET|/shopify/modules/mod-407/endpoint.php|id,module,lang,state|Generated shopify module endpoint 407
GET|/shopify/admin/panel-408|id,page,tab,sort|Generated shopify admin panel route 408
GET|/shopify/api/v1/items/409|id,search,page,limit|Generated shopify api route 409
POST|/shopify/ajax/action-410|action,id,user_id,token|Generated shopify ajax action route 410
GET|/?shopify_probe_411=1|shopify_probe_411,id,cat,author|Generated shopify query route 411
GET|/shopify/index.php?option=component412|option,id,view,task|Generated shopify component route 412
POST|/shopify/admin/post-413|action,id,order_id,status|Generated shopify admin post route 413
GET|/shopify/search/414|q,order,dir,page|Generated shopify search route 414
GET|/shopify/modules/mod-415/endpoint.php|id,module,lang,state|Generated shopify module endpoint 415
GET|/shopify/admin/panel-416|id,page,tab,sort|Generated shopify admin panel route 416
GET|/shopify/api/v1/items/417|id,search,page,limit|Generated shopify api route 417
POST|/shopify/ajax/action-418|action,id,user_id,token|Generated shopify ajax action route 418
GET|/?shopify_probe_419=1|shopify_probe_419,id,cat,author|Generated shopify query route 419
GET|/shopify/index.php?option=component420|option,id,view,task|Generated shopify component route 420
POST|/shopify/admin/post-421|action,id,order_id,status|Generated shopify admin post route 421
GET|/shopify/search/422|q,order,dir,page|Generated shopify search route 422
GET|/shopify/modules/mod-423/endpoint.php|id,module,lang,state|Generated shopify module endpoint 423
GET|/shopify/admin/panel-424|id,page,tab,sort|Generated shopify admin panel route 424
GET|/shopify/api/v1/items/425|id,search,page,limit|Generated shopify api route 425
POST|/shopify/ajax/action-426|action,id,user_id,token|Generated shopify ajax action route 426
GET|/?shopify_probe_427=1|shopify_probe_427,id,cat,author|Generated shopify query route 427
GET|/shopify/index.php?option=component428|option,id,view,task|Generated shopify component route 428
POST|/shopify/admin/post-429|action,id,order_id,status|Generated shopify admin post route 429
GET|/shopify/search/430|q,order,dir,page|Generated shopify search route 430
GET|/shopify/modules/mod-431/endpoint.php|id,module,lang,state|Generated shopify module endpoint 431
GET|/shopify/admin/panel-432|id,page,tab,sort|Generated shopify admin panel route 432
GET|/shopify/api/v1/items/433|id,search,page,limit|Generated shopify api route 433
POST|/shopify/ajax/action-434|action,id,user_id,token|Generated shopify ajax action route 434
GET|/?shopify_probe_435=1|shopify_probe_435,id,cat,author|Generated shopify query route 435
GET|/shopify/index.php?option=component436|option,id,view,task|Generated shopify component route 436
POST|/shopify/admin/post-437|action,id,order_id,status|Generated shopify admin post route 437
GET|/shopify/search/438|q,order,dir,page|Generated shopify search route 438
GET|/shopify/modules/mod-439/endpoint.php|id,module,lang,state|Generated shopify module endpoint 439
GET|/shopify/admin/panel-440|id,page,tab,sort|Generated shopify admin panel route 440
GET|/shopify/api/v1/items/441|id,search,page,limit|Generated shopify api route 441
POST|/shopify/ajax/action-442|action,id,user_id,token|Generated shopify ajax action route 442
GET|/?shopify_probe_443=1|shopify_probe_443,id,cat,author|Generated shopify query route 443
GET|/shopify/index.php?option=component444|option,id,view,task|Generated shopify component route 444
POST|/shopify/admin/post-445|action,id,order_id,status|Generated shopify admin post route 445
GET|/shopify/search/446|q,order,dir,page|Generated shopify search route 446
GET|/shopify/modules/mod-447/endpoint.php|id,module,lang,state|Generated shopify module endpoint 447
GET|/shopify/admin/panel-448|id,page,tab,sort|Generated shopify admin panel route 448
GET|/shopify/api/v1/items/449|id,search,page,limit|Generated shopify api route 449
POST|/shopify/ajax/action-450|action,id,user_id,token|Generated shopify ajax action route 450
GET|/?shopify_probe_451=1|shopify_probe_451,id,cat,author|Generated shopify query route 451
GET|/shopify/index.php?option=component452|option,id,view,task|Generated shopify component route 452
POST|/shopify/admin/post-453|action,id,order_id,status|Generated shopify admin post route 453
GET|/shopify/search/454|q,order,dir,page|Generated shopify search route 454
GET|/shopify/modules/mod-455/endpoint.php|id,module,lang,state|Generated shopify module endpoint 455
GET|/shopify/admin/panel-456|id,page,tab,sort|Generated shopify admin panel route 456
GET|/shopify/api/v1/items/457|id,search,page,limit|Generated shopify api route 457
POST|/shopify/ajax/action-458|action,id,user_id,token|Generated shopify ajax action route 458
GET|/?shopify_probe_459=1|shopify_probe_459,id,cat,author|Generated shopify query route 459
GET|/shopify/index.php?option=component460|option,id,view,task|Generated shopify component route 460
POST|/shopify/admin/post-461|action,id,order_id,status|Generated shopify admin post route 461
GET|/shopify/search/462|q,order,dir,page|Generated shopify search route 462
GET|/shopify/modules/mod-463/endpoint.php|id,module,lang,state|Generated shopify module endpoint 463
GET|/shopify/admin/panel-464|id,page,tab,sort|Generated shopify admin panel route 464
GET|/shopify/api/v1/items/465|id,search,page,limit|Generated shopify api route 465
POST|/shopify/ajax/action-466|action,id,user_id,token|Generated shopify ajax action route 466
GET|/?shopify_probe_467=1|shopify_probe_467,id,cat,author|Generated shopify query route 467
GET|/shopify/index.php?option=component468|option,id,view,task|Generated shopify component route 468
POST|/shopify/admin/post-469|action,id,order_id,status|Generated shopify admin post route 469
GET|/shopify/search/470|q,order,dir,page|Generated shopify search route 470
GET|/shopify/modules/mod-471/endpoint.php|id,module,lang,state|Generated shopify module endpoint 471
GET|/shopify/admin/panel-472|id,page,tab,sort|Generated shopify admin panel route 472
GET|/shopify/api/v1/items/473|id,search,page,limit|Generated shopify api route 473
POST|/shopify/ajax/action-474|action,id,user_id,token|Generated shopify ajax action route 474
GET|/?shopify_probe_475=1|shopify_probe_475,id,cat,author|Generated shopify query route 475
GET|/shopify/index.php?option=component476|option,id,view,task|Generated shopify component route 476
POST|/shopify/admin/post-477|action,id,order_id,status|Generated shopify admin post route 477
GET|/shopify/search/478|q,order,dir,page|Generated shopify search route 478
GET|/shopify/modules/mod-479/endpoint.php|id,module,lang,state|Generated shopify module endpoint 479
GET|/shopify/admin/panel-480|id,page,tab,sort|Generated shopify admin panel route 480
GET|/shopify/api/v1/items/481|id,search,page,limit|Generated shopify api route 481
POST|/shopify/ajax/action-482|action,id,user_id,token|Generated shopify ajax action route 482
GET|/?shopify_probe_483=1|shopify_probe_483,id,cat,author|Generated shopify query route 483
GET|/shopify/index.php?option=component484|option,id,view,task|Generated shopify component route 484
POST|/shopify/admin/post-485|action,id,order_id,status|Generated shopify admin post route 485
GET|/shopify/search/486|q,order,dir,page|Generated shopify search route 486
GET|/shopify/modules/mod-487/endpoint.php|id,module,lang,state|Generated shopify module endpoint 487
GET|/shopify/admin/panel-488|id,page,tab,sort|Generated shopify admin panel route 488
GET|/shopify/api/v1/items/489|id,search,page,limit|Generated shopify api route 489
POST|/shopify/ajax/action-490|action,id,user_id,token|Generated shopify ajax action route 490
GET|/?shopify_probe_491=1|shopify_probe_491,id,cat,author|Generated shopify query route 491
GET|/shopify/index.php?option=component492|option,id,view,task|Generated shopify component route 492
POST|/shopify/admin/post-493|action,id,order_id,status|Generated shopify admin post route 493
GET|/shopify/search/494|q,order,dir,page|Generated shopify search route 494
GET|/shopify/modules/mod-495/endpoint.php|id,module,lang,state|Generated shopify module endpoint 495
GET|/shopify/admin/panel-496|id,page,tab,sort|Generated shopify admin panel route 496
